,Trip ID,Duration (min),Walking Time (min),Transit Time (min),Walking Distance (m),Transfers,Message
464,888649,,,,,,No trip found.
465,1107401,,,,,,No trip found.
466,1060395,,,,,,No trip found.
467,1290021,,,,,,No trip found.
468,1362010,,,,,,No trip found.
469,1143233,,,,,,No trip found.
470,1311263,,,,,,No trip found.
471,950166,,,,,,No trip found.
472,924654,,,,,,No trip found.
473,1089269,,,,,,No trip found.
474,1362513,12.116666666666667,12.116666666666667,0.0,928.9565488699361,0.0,Successful Run
475,1139057,,,,,,No trip found.
476,1082254,,,,,,No trip found.
477,1136474,57.766666666666666,52.95,4.783333333333333,4073.672699235867,0.0,Successful Run
478,918845,,,,,,No trip found.
479,1531965,,,,,,No trip found.
480,1331096,16.966666666666665,16.966666666666665,0.0,1315.1213007463846,0.0,Successful Run
481,1499873,,,,,,No trip found.
482,1092448,22.15,18.5,3.6166666666666667,1400.7563308211847,0.0,Successful Run
483,1248141,32.266666666666666,9.916666666666666,22.316666666666666,756.3264736797099,0.0,Successful Run
484,1371187,,,,,,No trip found.
485,999319,,,,,,No trip found.
486,1446671,,,,,,No trip found.
487,1407929,,,,,,No trip found.
488,1411632,16.966666666666665,16.966666666666665,0.0,1315.1213007463846,0.0,Successful Run
489,1332566,,,,,,No trip found.
490,1118877,,,,,,No trip found.
491,847210,12.9,12.9,0.0,1004.1994360878238,0.0,Successful Run
492,1507987,630.2166666666667,57.1,62.18333333333333,4481.438112777272,2.0,Successful Run
493,1077703,,,,,,No trip found.
494,828742,,,,,,No trip found.
495,918844,,,,,,No trip found.
496,1210098,39.516666666666666,39.516666666666666,0.0,3097.5377443529096,0.0,Successful Run
497,1431713,37.11666666666667,37.11666666666667,0.0,2842.2523984878712,0.0,Successful Run
498,1062451,,,,,,No trip found.
499,1330561,,,,,,No trip found.
500,1063192,,,,,,No trip found.
501,1014578,,,,,,No trip found.
502,1519861,59.233333333333334,51.2,8.0,3941.7415639024957,0.0,Successful Run
503,1106732,12.9,12.9,0.0,1004.1994360878238,0.0,Successful Run
504,1379728,37.11666666666667,37.11666666666667,0.0,2842.2523984878712,0.0,Successful Run
505,1259583,12.9,12.9,0.0,1004.1994360878238,0.0,Successful Run
506,1259216,22.816666666666666,7.016666666666667,15.766666666666667,530.0447142813351,0.0,Successful Run
507,1109815,,,,,,No trip found.
508,986265,,,,,,No trip found.
509,1585409,128.6,84.53333333333333,35.35,6563.173323296034,2.0,Successful Run
510,1115308,,,,,,No trip found.
511,1401733,,,,,,No trip found.
512,1234325,,,,,,No trip found.
513,913022,,,,,,No trip found.
514,1051311,,,,,,No trip found.
515,1381193,,,,,,No trip found.
516,967676,,,,,,No trip found.
517,1364082,,,,,,No trip found.
518,1095201,,,,,,No trip found.
519,1287080,,,,,,No trip found.
520,1495709,,,,,,No trip found.
521,903790,,,,,,No trip found.
522,1083453,,,,,,No trip found.
523,1473633,12.116666666666667,12.116666666666667,0.0,928.9565488699361,0.0,Successful Run
524,1540487,196.3,68.33333333333333,90.05,5300.129398487874,4.0,Successful Run
525,1312369,,,,,,No trip found.
526,1372750,,,,,,No trip found.
527,1532857,16.966666666666665,16.966666666666665,0.0,1315.1213007463846,0.0,Successful Run
